N(bp),seed1,seed2,nProtein,pca1,pca2,pca3,positions,,,
105,375533,200156,2,48.50110312,26.38242395,5.1656355,34,86,,
105,264739,215337,2,47.42935489,25.42930005,5.948194215,32,85,,
105,250388,225323,2,46.20682908,26.36533848,3.240594146,45,88,,
105,252520,25202,2,46.68508662,22.75312683,6.438110978,3,55,,
105,397524,120357,2,45.16675411,26.24689218,3.228496953,32,74,,
105,67934,155274,2,46.12597445,25.88322845,4.325396643,23,75,,
105,801711,195281,3,44.86551218,25.50831912,6.806874294,2,44,66,
105,773523,175381,2,49.01477282,23.76444459,4.81391944,7,59,,
105,161611,5194,2,46.58835565,27.35187907,4.903989174,34,86,,
105,333137,70180,2,51.09439576,23.94559912,4.354138716,33,85,,
105,532862,40155,3,38.94671262,34.66647045,6.307559876,21,53,85,
105,757731,190158,2,48.5740431,27.98601271,3.704421489,13,66,,
105,782958,165348,2,46.56667474,25.64204496,6.882955178,32,85,,
105,302568,80086,2,45.54101715,32.91646997,5.815873277,32,85,,
105,15494,10149,2,46.48253776,23.67154778,3.30785892,16,68,,
105,527492,145285,3,45.00749119,29.27053739,8.717158704,13,37,78,
105,427267,185241,2,48.99385712,23.08567695,5.218810756,37,90,,
105,863606,210189,2,49.04142831,19.9976099,4.334358074,36,89,,
105,830525,55167,2,47.82900666,27.76241652,7.45265914,17,69,,
105,77379,193,2,48.51313249,26.71554802,2.964452357,24,77,,
105,592118,30056,2,50.35022969,23.83218711,2.026888793,4,57,,
105,963349,205229,2,45.02672785,30.22068151,4.771659085,29,81,,
105,884405,220140,2,45.94019412,24.00072573,3.654760359,14,68,,
105,72255,35283,2,50.55662911,27.2880063,5.241939406,12,65,,
105,614739,160085,2,47.81871166,25.52894374,2.478955345,34,86,,
105,140204,100151,2,46.52108951,28.46894399,3.032809302,4,57,,
105,558135,15180,2,44.71135166,27.71100237,3.944319204,41,83,,
105,953531,60089,2,50.20886163,24.55594003,3.344357401,27,80,,
105,346036,65153,2,51.02495773,22.23612995,5.284394207,25,78,,
105,234739,115165,2,48.75426199,27.24602769,3.396187762,24,77,,
105,486482,20270,2,51.35232654,21.11482942,5.190719417,14,66,,
105,408031,150406,2,46.8673243,24.88684961,5.593605757,4,56,,
105,940463,230279,2,49.06780562,23.15491845,3.456032881,0,53,,
105,529562,90267,2,47.94438974,23.85322567,9.184229693,33,86,,
105,68298,95287,2,47.6599914,23.24126551,3.376164381,27,79,,
105,586932,130211,2,49.85763544,25.12876009,3.750807233,12,64,,
105,640827,110297,2,46.63710482,22.27490636,4.648862745,14,66,,
105,244170,45210,2,49.95953713,26.64149769,4.814256132,36,88,,
105,199783,140350,2,45.37340542,27.46730957,5.483450494,8,61,,
105,531680,85189,2,48.76600778,25.97410333,4.241456715,10,62,,
105,31739,170294,2,49.58324458,25.06027789,5.095461358,8,61,,
105,631501,75183,2,51.11265126,22.98130474,3.105655262,21,74,,
105,770822,50120,2,47.95031174,24.95501037,5.681929388,26,79,,
105,770822,235320,2,46.75402292,23.24728385,6.662715715,26,79,,
105,21928,200156,2,45.74880594,25.08056541,3.676867358,34,86,,
105,669800,135344,2,46.87613297,24.78010655,2.491600836,31,83,,
105,107677,215337,2,47.24417383,27.90419092,3.322199759,33,85,,
105,68298,180347,2,48.12112204,23.74832821,3.764515802,27,79,,
105,17137,125386,2,44.23220825,27.67555198,3.617142976,14,67,,
105,571746,105310,2,50.99497156,25.9161916,2.48922747,25,78,,
105,96021,225337,2,44.1392878,30.2988899,3.155109211,32,75,,
105,646092,120357,2,44.72555526,23.89673595,4.911557164,32,74,,
105,921930,155274,2,45.46189214,26.21056787,3.200589642,23,75,,
105,660168,25300,2,45.8766987,28.57687344,2.52180199,48,91,,
105,387670,5194,2,46.92854499,27.0533989,4.479445921,34,86,,
105,916363,175477,4,34.98870359,27.44829266,16.84990135,12,35,65,88
105,411509,70254,2,49.85912475,25.41792341,8.259450033,19,71,,
105,264739,165348,2,49.97932416,25.41228887,5.239834515,32,85,,
105,546423,80086,2,46.13383843,31.43209641,6.026910575,32,85,,
105,227335,190185,2,45.85850298,27.137491,3.391456757,18,71,,
105,939816,10149,2,47.57710387,23.32405703,4.986474391,16,68,,
105,629971,195300,2,48.30260579,21.83050288,3.521828084,35,88,,
105,135597,185241,2,49.04089117,25.13282232,2.13035993,37,90,,
105,298235,210197,2,47.55835672,26.60838936,7.176857333,42,84,,
105,742289,40155,3,39.81769488,36.72993099,5.79486202,21,53,85,
105,585323,55167,2,43.97069454,27.72452394,2.957585362,17,69,,
105,893781,193,2,45.4180616,27.04041254,3.464122877,24,77,,
105,462368,30081,2,46.04890695,27.59195895,2.868062921,33,75,,
105,855319,220140,2,50.70109507,24.19205209,2.361857418,14,68,,
105,888615,35283,2,43.46628116,27.99081232,4.230115196,22,65,,
105,172096,145285,3,42.56634954,27.66284443,11.93862092,14,37,78,
105,179439,205252,2,45.34519732,24.82209077,5.826145442,17,70,,
105,638036,160085,2,49.44651388,23.31187954,2.641304268,34,86,,
105,657412,100158,2,48.83525378,23.22445529,4.083599099,7,59,,
105,333153,15194,3,42.12554876,31.40886826,3.023484438,21,52,84,
105,581729,60089,2,51.32222887,25.38018287,4.517678591,27,80,,
105,379485,65258,2,46.80494055,30.4251906,5.520053242,33,85,,
105,212627,115165,2,45.34880957,27.46850346,4.462257481,24,77,,
105,944722,20270,2,49.18149315,22.52036401,3.812971514,14,66,,
105,889648,150406,2,50.04361304,24.71219832,5.948958656,3,56,,
105,327623,230279,2,50.12893498,23.28187057,3.548252477,0,53,,
105,195188,95287,2,49.57338827,27.5800362,3.214241774,26,79,,
105,325036,130211,2,48.99935363,25.53097938,4.42124253,12,64,,
105,439154,110297,2,50.29250234,21.95993356,5.782906828,13,66,,
105,539464,90328,2,46.98402654,26.42782801,3.854227264,21,73,,
105,64322,45263,2,48.77976129,26.51644581,4.083357628,25,77,,
105,369782,140350,2,46.81994023,26.34867658,2.698875421,8,61,,
105,905259,85200,2,49.1869926,26.18546665,4.917428781,12,65,,
105,566303,170294,2,51.82226628,23.41884512,2.948401809,8,61,,
105,988258,75183,2,47.08500379,23.51868965,6.209947538,21,74,,
105,812912,235320,3,41.89767698,36.18626162,6.938270675,7,40,82,
105,664200,50131,2,48.36229746,27.95498842,2.910946477,11,64,,
105,948493,200156,2,47.30308824,24.51017675,3.183786243,34,86,,
105,223454,215337,2,46.56922418,27.44733757,3.825171766,32,85,,
105,21552,180347,2,48.69028898,25.29987486,4.430518563,27,79,,
105,612447,125386,2,49.06463898,27.30729069,4.24349149,4,67,,
105,807283,135371,2,45.1707946,23.32690634,9.061883564,34,76,,
105,84053,105314,3,40.91728148,32.53063382,7.140602104,6,46,79,
105,296714,225344,2,47.11919266,26.02877056,3.597632661,4,57,,
105,492002,155274,2,48.28389122,28.3210125,2.435236101,23,75,,
105,214024,120389,2,46.32490969,23.44574548,5.262685623,9,62,,
105,217952,25319,2,48.80353481,22.39448447,4.524899755,11,62,,
105,840253,5194,2,48.54186516,29.97566079,3.481887467,33,86,,
105,136685,55167,2,46.00048297,28.98621703,5.793083685,17,69,,
105,166264,70254,2,49.99495506,27.08043181,4.864305471,19,71,,
105,298624,165390,2,44.56210607,31.44191733,2.331992157,38,80,,
105,316877,80086,2,44.28489856,29.1944587,5.174656834,32,85,,
105,844495,10158,2,47.72500148,21.92879202,5.737203191,11,63,,
105,836526,190206,2,50.88408873,24.96634078,3.178174668,23,76,,
105,353884,185241,2,49.05371853,23.98254576,5.611796682,37,90,,
105,296094,195344,2,48.45048127,30.22943813,3.178048579,7,60,,
105,220580,210208,2,46.20360136,23.0675961,3.896633652,31,84,,
105,833274,193,2,47.56890231,26.52508966,3.364004567,24,77,,
105,409068,30096,2,46.52312694,32.11923196,3.273869469,1,64,,
105,500555,220167,2,45.75698084,25.71932165,7.232381756,21,73,,
105,884037,35283,2,45.67894382,27.74577883,4.721299965,12,65,,
105,97446,205252,2,46.2114872,24.85097798,6.341627384,17,70,,
105,437441,160085,2,48.20394074,23.67501889,3.969389995,34,86,,
105,567058,60089,2,48.63780547,24.35333417,5.001955925,26,80,,
105,193260,100180,2,45.44940912,26.41564819,4.258416874,27,80,,
105,755950,175500,2,47.35567879,23.08672997,2.829042437,28,80,,
105,803080,40155,3,37.57237513,35.10740163,6.706029309,21,53,85,
105,950909,65265,2,49.6675341,27.11688967,2.669520846,34,87,,
105,886498,115165,2,48.60778452,26.11716933,3.589431472,25,77,,
105,189657,20270,2,47.19328157,23.03779409,4.005384476,14,66,,
105,537635,150406,2,50.50725327,26.3629922,5.319944749,3,56,,
105,365756,230279,2,49.08995257,22.81866042,3.106205575,0,53,,
105,581729,95287,2,49.78441174,27.06944895,3.739947029,27,79,,
105,399755,110297,2,50.09089847,21.9560304,5.457264658,13,66,,
105,261321,130232,2,48.93680707,25.43925074,3.907334669,36,88,,
105,238681,90328,2,49.24895797,27.86435307,5.332033452,21,73,,
105,552447,5194,2,46.7184341,25.87380984,3.606001174,34,86,,
105,311548,140350,2,46.91765534,26.78128778,5.416518446,8,61,,
105,182851,45263,2,50.13367484,25.12803401,4.225684163,25,77,,
105,848486,170294,2,47.98154273,26.19148005,5.313018154,8,61,,
105,602456,145319,2,48.17139016,25.31110724,2.875857923,28,81,,
105,285779,75183,2,45.67412108,23.62020128,2.635276111,21,74,,
105,250448,85228,2,48.44714689,24.05335646,2.838968966,2,55,,
105,397257,200156,2,46.55369242,24.5213056,4.253190887,34,86,,
105,205227,125386,2,45.24608529,28.51493608,3.671149497,14,67,,
105,346318,215347,2,43.98116265,29.70623477,4.567121097,36,79,,
105,981057,50153,2,47.89239202,28.0307106,3.424293395,5,57,,
105,807772,180377,3,41.05861038,25.28495726,7.827941987,15,56,79,
105,259805,15270,4,36.05612506,23.49841676,18.76744432,6,29,58,82
105,338822,135383,2,46.90143904,20.56317913,7.352809439,10,62,,
105,408338,155274,2,45.23922416,26.33259808,3.464509845,23,75,,
105,113048,120389,2,44.24441435,24.02194578,6.74066547,10,62,,
105,722272,225375,2,46.29304112,22.02067183,7.004979859,14,66,,
105,671871,25321,2,46.08253717,28.02740572,3.201490037,1,44,,
105,251550,235351,3,39.49687446,34.96092714,5.705085888,10,41,73,
105,881658,55167,2,44.39213321,28.04621921,3.794451274,18,69,,
105,8647,70254,2,49.22054311,25.94912904,5.490110892,19,71,,
105,875406,80086,2,44.91648768,27.92649109,4.344041383,32,85,,
105,275797,165405,2,46.94234566,29.68425721,6.194590017,1,54,,
105,585905,105456,2,46.25036606,26.40731257,3.461972849,19,72,,
105,937399,190206,2,52.1070449,23.96055976,4.271972422,23,76,,
105,216140,185241,2,49.27752719,23.55436586,1.935294589,38,90,,
105,997131,10218,2,47.42602686,22.62863052,4.315642183,2,54,,
105,109442,195347,2,46.85439511,26.78865274,6.487602017,18,71,,
105,196680,210242,3,44.34503708,22.79759706,10.18114114,21,44,85,
105,513452,193,2,50.80627886,25.88071223,2.845532078,24,77,,
105,77886,220167,2,49.98515264,25.14022246,3.856814297,21,73,,
105,72547,35310,2,46.91077627,26.15274747,5.790431255,32,84,,
105,49034,30287,2,49.57584214,26.29780566,3.202374189,22,75,,
105,784001,205344,2,49.78235353,28.60846122,2.734986307,22,75,,
105,489366,160085,2,49.46007527,22.34908977,1.682928774,34,86,,
105,878091,100180,2,46.70730712,28.626518,3.442302406,16,80,,
105,39684,175500,2,47.17370279,25.82141735,4.316568406,28,80,,
105,256523,60113,2,47.13757428,26.56079704,5.741427287,12,64,,
105,721901,65265,2,49.39150272,26.17752163,3.298652777,33,87,,
105,866456,115165,2,48.75918191,26.9006934,4.361762302,25,77,,
105,730021,150406,2,47.51410335,26.51488513,5.77132105,4,56,,
105,528708,230279,2,48.88012145,21.68407214,3.281053981,0,53,,
105,183414,95300,2,50.50559613,23.95254274,6.035073448,11,64,,
105,999678,20329,2,47.85222338,26.95092066,6.639862901,22,75,,
105,556317,90328,2,49.39005669,28.02341539,5.220327992,20,73,,
105,318288,130245,2,49.80427837,25.7980546,4.669136522,11,63,,
105,221656,140350,2,44.76603555,25.70823854,7.763483472,8,61,,
105,30834,45263,2,46.02476466,26.33212609,3.948697097,25,77,,
105,282320,75183,2,48.36471531,24.76338905,3.613597342,21,74,,
105,672680,110442,2,44.32577821,27.04260893,4.339701727,16,69,,
105,746268,145329,2,48.91629746,26.39032592,5.196142891,23,76,,
105,958018,85228,2,48.40116866,25.86269433,2.73852055,2,55,,
105,842539,170314,2,49.85368575,22.11900801,3.985988685,18,71,,
105,196967,200156,2,49.08131476,24.6563633,4.961742738,33,86,,
105,80459,125386,2,44.27546735,28.33423307,3.332755625,14,67,,
105,753471,215353,2,46.2716482,24.30076907,8.152675672,34,76,,
105,510914,40155,3,38.40273762,35.49055761,3.522667444,21,53,85,
105,969047,135384,2,46.69523202,31.5706157,4.897205996,4,57,,
105,991789,50231,2,44.70248812,27.92311876,5.141637835,23,77,,
105,287379,155274,2,46.73744186,26.19468911,4.901214874,22,75,,
105,849607,120403,2,47.95071652,27.64551182,4.223516839,20,83,,
105,538884,225415,2,45.45932639,25.37311005,2.994133731,24,77,,
105,411506,25356,2,47.77599714,27.55096437,2.140410749,36,88,,
105,559442,5194,2,46.37650176,24.6126859,4.997292922,34,86,,
105,963296,180378,2,48.06734834,24.89315982,5.681517801,27,79,,
105,791699,55167,2,45.86103611,29.88423917,3.094249204,17,69,,
105,541949,70254,2,48.4064937,25.08885688,3.72860813,20,71,,
105,339754,80086,2,43.97421308,31.11574212,4.886324956,32,85,,
105,350036,105456,2,43.81929064,27.78790232,2.019354605,19,72,,
105,572470,190206,2,45.13638119,23.59693495,4.783296475,34,76,,
105,592609,165475,2,47.86525672,28.01578302,4.882500606,9,61,,
105,956944,185241,2,48.9136564,20.793917,2.004042397,38,90,,
105,946568,10221,2,45.20962423,24.64432887,4.684225667,13,66,,
105,284677,195347,2,45.7177599,27.08760441,4.078178425,18,71,,
105,514502,15271,2,47.60782493,26.67950555,2.598686375,3,56,,
105,119695,235433,2,47.07753242,25.7677893,4.573607041,8,61,,
105,523498,193,2,47.53108546,26.03009616,3.009556687,24,77,,
105,516413,220167,2,45.6438597,26.34714444,7.383885921,22,73,,
105,660278,35311,2,46.42256962,24.96703984,3.540534633,35,88,,
105,887675,30287,2,47.65078791,26.07096362,3.051112262,22,75,,
105,60050,160085,2,48.31177284,23.13733506,3.407565757,34,86,,
105,932434,205376,2,47.77358552,25.86383475,5.539402878,10,63,,
105,280489,100180,2,45.57703427,26.90948587,3.786603223,27,80,,
105,475378,175522,3,42.58810947,25.32044932,8.184806642,12,52,76,
105,211459,60141,2,50.12789111,25.4366175,2.839697067,1,53,,
105,795524,65278,2,49.06763785,24.44452807,2.661072511,30,82,,
105,163855,115165,2,48.26264775,24.68631794,4.965790925,24,77,,
105,953763,210254,4,36.14399391,27.85376349,15.79723811,8,37,61,90
105,514333,230279,2,48.12411856,23.64265368,4.944483173,0,53,,
105,627505,150422,2,49.35956829,22.82834833,3.46055588,0,52,,
105,24432,95300,2,48.89546472,24.46896734,4.733186148,11,64,,
105,417287,20338,2,46.08760551,27.16483187,3.512227557,23,85,,
105,796861,90328,2,50.87381949,27.27350967,3.344693515,20,73,,
105,1967,130245,2,46.95596201,26.78598606,9.380669157,11,63,,
105,570913,140350,2,44.94441113,28.44573037,5.72299477,8,61,,
105,408099,45263,2,48.75177986,24.22285398,5.36674381,24,77,,
105,906687,75183,2,46.70819886,24.25901886,4.400471563,21,74,,
105,56574,110442,2,46.19503101,27.55868868,2.50172343,16,69,,
105,857804,145329,2,50.03018585,27.74048073,3.339780367,12,76,,
105,538475,85228,2,48.85215808,26.31655154,3.985259232,2,55,,
105,892970,170314,2,47.15731303,23.38762201,4.591743878,18,71,,
105,615277,200156,2,47.22745991,22.70461661,3.547462098,34,86,,
105,439074,125386,2,45.68617434,27.87135815,5.15049475,14,67,,
105,731021,215486,2,45.66004948,29.78235801,3.902399066,13,65,,
105,267528,135392,2,44.16723651,30.07352274,6.280511644,2,65,,
105,212477,155275,2,43.51144172,24.24797941,8.669967339,18,70,,
105,275417,120403,2,48.67191307,26.09499984,5.875920503,21,83,,
105,72944,225415,2,47.38902409,24.47386659,2.750566085,25,77,,
105,408062,25356,2,47.3354464,27.70246184,2.737892733,36,88,,
105,740108,50316,2,45.49557829,30.46636081,2.723961934,42,84,,
105,790684,5272,2,45.53754833,25.66168682,6.598633702,21,74,,
105,87314,180378,2,46.37431396,27.00071077,3.666456772,27,79,,
105,663489,55167,2,45.0848521,28.41154191,4.500676775,18,69,,
105,898182,40210,2,47.16317882,25.66118612,3.067669728,18,71,,
105,642819,70254,2,49.32353341,26.28096222,3.882363744,19,71,,
105,180522,80086,2,44.97172699,28.26781756,6.008774094,32,85,,
105,572360,105456,2,46.45538487,30.00220806,4.335815958,9,72,,
105,442284,190206,2,48.67666735,22.46474351,3.651421958,24,76,,
105,711227,165475,2,47.12686131,26.56956527,7.423974891,9,61,,
105,39091,195347,2,44.81384968,27.38413416,4.011128877,19,71,,
105,230340,10258,2,50.96748218,26.65758453,3.41415378,10,63,,
105,658535,185301,2,48.79063422,26.75756197,4.780852504,25,68,,
105,110957,15274,2,43.16182041,28.85381484,6.368814295,27,80,,
105,670297,235438,2,46.34902045,25.05152427,4.822748134,38,91,,
105,276774,193,2,45.44785896,25.98794531,4.243445912,24,77,,
105,88355,85250,2,50.12929848,25.46789552,4.35229261,32,84,,
105,420022,220167,2,49.20446566,26.7109879,4.977768412,21,73,,
105,637912,30287,2,50.83918335,28.40512407,3.812776418,22,75,,
105,375926,35347,2,47.42364545,30.91474384,5.394873845,10,62,,
105,548631,160163,2,49.03629287,23.77760808,7.798309122,29,82,,
105,74406,205449,2,45.56346684,29.14303848,1.857152015,34,86,,
105,767628,100242,2,47.10230046,23.10879652,5.508235138,39,91,,
105,196915,65278,2,49.2873474,26.82226759,3.609154369,30,82,,
105,994592,115165,2,48.04405266,25.84192791,4.096177587,24,77,,
105,114479,60178,2,49.75844295,24.45527276,3.206595371,5,57,,
105,261508,230279,2,49.68009159,27.10525372,2.792814893,0,53,,
105,697625,95300,2,49.55843732,22.80840489,3.899873215,11,64,,
105,668570,150431,2,48.59576076,22.01758652,3.921429832,38,91,,
105,511714,90328,2,45.50819615,28.94011038,3.567860749,21,73,,
105,501600,130245,2,48.90092848,25.86098059,4.666000078,11,63,,
105,681977,140350,2,49.08678707,26.11417846,3.513747357,8,61,,
105,571746,45263,2,47.74145525,25.71945938,5.464634095,25,77,,
105,577241,75183,2,45.97765062,26.26216764,3.519612569,21,74,,
105,690875,110442,2,45.16137639,26.00819311,5.595167164,16,69,,
105,781864,200156,2,49.28435252,24.10247454,4.55427585,34,86,,
105,300184,170314,2,45.58200687,25.16718395,5.838608357,29,71,,
105,705022,125386,2,44.5503619,27.44668601,3.348027765,14,67,,
105,485738,215508,2,48.2753167,23.63732915,7.224532743,30,83,,
105,351276,145347,2,50.77337408,25.81258997,4.019505768,3,66,,
105,113746,20569,2,46.20262247,29.81334162,3.35270028,10,62,,
105,937243,175591,2,45.48977438,26.67719843,2.30325318,36,88,,
105,985059,135435,2,49.59832643,26.99138513,2.693497254,23,76,,
105,548271,120403,2,48.94555299,26.64712603,3.547035596,31,83,,
105,635471,225449,2,49.73903924,25.31145856,6.227455956,17,69,,
105,383448,25356,2,47.58891666,21.48819975,2.823699736,36,88,,
105,669539,155393,2,45.61498213,28.691423,3.753938706,0,42,,
105,938543,180378,2,47.08736278,23.45071086,2.365548387,27,79,,
105,526389,5272,2,49.81154181,24.37640575,6.407908669,22,74,,
105,202763,55167,2,49.38550269,28.96063839,4.577534995,7,69,,
105,791211,50464,2,48.74093959,22.3483845,3.344948668,2,55,,
105,678243,40210,2,47.33676276,22.34111939,7.460776026,18,71,,
105,166752,70254,2,46.09982595,27.15178093,3.475911218,30,71,,
105,264708,210276,2,46.44119644,29.76236343,2.73589797,17,70,,
105,406705,105462,2,48.40702227,28.84573888,2.772966486,2,54,,
